timestamp,open,high,low,close,volume,rsi,macd,macd_signal,macd_diff,bb_upper,bb_lower,mid,width,sma_20,sma_50,sma_cross,target
2024-07-17,65044.0,66128.63,63854.0,64087.99,29567.52954,58.543009374695544,-169.85460604279797,-1228.5419000139104,1058.6872939711125,65581.04958174855,54296.43241825145,59938.741,18.8269172412165,59938.741,63921.432199999996,-3982.691199999994,0
2024-07-18,64087.99,65133.3,63238.48,63987.92,22568.7225,58.17489247066779,68.49031784159888,-969.1354564428086,1037.6257742844075,66027.7712208907,54205.71877910932,60116.74500000001,19.665157256570335,60116.74500000001,63848.142199999995,-3731.397199999985,1
2024-07-19,63987.92,67386.0,63300.67,66660.0,35634.72739,64.57953900748112,467.6046562941483,-681.7874338954173,1149.3920901895656,66960.12480503702,53840.69719496299,60400.411,21.720758837343062,60400.411,63814.2988,-3413.887799999997,1
2024-07-20,66660.01,67598.0,66222.46,67139.96,14386.92434,65.59854145733382,813.2596547251233,-382.7780161713092,1196.0376708964325,67746.112556464,53491.504443536,60618.8085,23.515157202286467,60618.8085,63806.29779999999,-3187.489299999994,1
2024-07-21,67139.97,68366.66,65777.0,68165.34,21819.11191,67.73418210553709,1156.6007542966909,-74.90226207770922,1231.5030163744,68684.0304817932,53080.121518206804,60882.076,25.629725509994767,60882.076,63814.26760000001,-2932.1916000000056,0
2024-07-22,68165.35,68474.55,66559.97,67532.01,21451.04303,65.04812045678534,1361.8975046243067,212.45769126269397,1149.4398133616128,69465.10890586334,52838.69709413668,61151.903000000006,27.18870713103835,61151.903000000006,63809.595199999996,-2657.6921999999904,0
2024-07-23,67532.0,67750.98,65441.08,65936.01,31406.15316,58.72779700004234,1379.906098133135,445.94737263678223,933.9587254963527,69992.85936370061,52883.68963629938,61438.2745,27.847738021029926,61438.2745,63752.1174,-2313.8429000000033,0
2024-07-24,65936.0,67102.01,65111.0,65376.0,23082.56277,56.64792717501994,1333.6168070288404,623.4812595151939,710.1355475136465,70324.37119082651,53384.77680917349,61854.574,27.386162875607255,61854.574,63648.880600000004,-1794.3066000000035,1
2024-07-25,65376.01,66175.49,63456.7,65799.95,35126.42934,57.864516405895344,1315.9717293029244,761.9793534727401,553.9923758301843,70592.49171978634,54033.77228021368,62313.132000000005,26.57340260087177,62313.132000000005,63542.7196,-1229.5875999999917,1
2024-07-26,65799.95,68200.0,65722.63,67907.99,24244.36023,63.36916731625245,1455.3131444258906,900.6461116633702,554.6670327625204,71195.6852365768,54398.364763423204,62797.025,26.74859274488496,62797.025,63484.8982,-687.8732000000018,0
2024-07-27,67908.0,69399.99,66650.0,67896.5,31710.21921,63.32061021461762,1546.9824224347612,1029.9133738176486,517.0690486171127,71440.01548116161,55357.903518838386,63398.9595,25.366523503155,63398.9595,63455.7162,-56.75670000000537,1
2024-07-28,67896.49,68318.43,67066.66,68249.88,10868.69394,64.22847023135455,1629.3635100777756,1149.803401069674,479.56010900810156,71663.25566016983,56288.18933983016,63975.722499999996,24.032657576223027,63975.722499999996,63434.5046,541.217899999996,0
2024-07-29,68249.88,70079.99,66428.0,66784.69,36467.29633,57.83649058409508,1558.457598572124,1231.534240570164,326.92335800195997,71685.03840198924,57139.87559801078,64412.45700000001,22.581288591395378,64412.45700000001,63377.23559999999,1035.2214000000167,0
2024-07-30,66784.68,67000.0,65302.67,66188.0,23132.25441,55.417713180471495,1437.5451311694414,1272.7364186900195,164.80871247942196,71458.45875982435,58212.67024017565,64835.5645,20.429819068898063,64835.5645,63310.1956,1525.3689000000013,0
2024-07-31,66188.0,66849.24,64530.0,64628.0,22625.43905,49.57978038983055,1201.9864158976125,1258.586418131538,-56.60000223392558,70865.93437205841,59534.0056279416,65199.97000000001,17.380266807050386,65199.97000000001,63256.4708,1943.4992000000057,1
2024-08-01,64628.01,65659.78,62302.0,65354.02,35542.26854,52.108372374242975,1061.6501413581718,1219.1991627768648,-157.54902141869297,70140.58769589808,61005.8443041019,65573.21599999999,13.93060146965521,65573.21599999999,63198.2714,2374.944599999988,0
2024-08-02,65354.02,65596.14,61230.01,61498.33,38820.42937,40.49385110860119,632.0250813473976,1101.7643464909713,-469.7392651435737,69689.91266812733,61685.95033187265,65687.93149999999,12.18482931869256,65687.93149999999,63092.7778,2595.153699999988,0
2024-08-03,61498.34,62198.22,59850.0,60697.99,28034.71567,38.571985996121605,224.3768995002465,926.2868570928264,-701.9099575925799,69709.49663955493,61656.37436044506,65682.93549999999,12.260600440292244,65682.93549999999,62985.85779999999,2697.0777000000016,0
2024-08-04,60697.99,61117.63,57122.77,58161.0,31616.52003,33.19397165418708,-299.9435495196012,681.0407757703409,-980.9843252899421,70542.69634004393,60166.86065995607,65354.7785,15.87616991171939,65354.7785,62824.5128,2530.2657000000036,0
